"year","orig_dest","orig","dest","contig","dist","gdp_o","gdp_d","pop_o","pop_d","gdpcap_o","gdpcap_d","comlang_off","comlang_ethno","comcol","comrelig"
1950,"AFG_KAZ","AFG","KAZ",NA,NA,NA,NA,8150.368,NA,NA,NA,NA,NA,NA,NA
1951,"AFG_KAZ","AFG","KAZ",NA,NA,NA,NA,8284.472,NA,NA,NA,NA,NA,NA,NA
1952,"AFG_KAZ","AFG","KAZ",NA,NA,NA,NA,8425.333,NA,NA,NA,NA,NA,NA,NA
1953,"AFG_KAZ","AFG","KAZ",NA,NA,NA,NA,8573.216,NA,NA,NA,NA,NA,NA,NA
1954,"AFG_KAZ","AFG","KAZ",NA,NA,NA,NA,8728.408,NA,NA,NA,NA,NA,NA,NA
1955,"AFG_KAZ","AFG","KAZ",NA,NA,NA,NA,8891.209,NA,NA,NA,NA,NA,NA,NA
1956,"AFG_KAZ","AFG","KAZ",NA,NA,1110000,NA,9061.938,NA,0.122,NA,NA,NA,NA,NA
1957,"AFG_KAZ","AFG","KAZ",NA,NA,1140000,NA,9240.933,NA,0.123,NA,NA,NA,NA,NA
1958,"AFG_KAZ","AFG","KAZ",NA,NA,1170000,NA,9428.555,NA,0.124,NA,NA,NA,NA,NA
1959,"AFG_KAZ","AFG","KAZ",NA,NA,1204999.936,NA,9624.606,NA,0.125,NA,NA,NA,NA,NA
1960,"AFG_KAZ","AFG","KAZ",NA,NA,537777.792,NA,8774.44,NA,0.061,NA,NA,NA,NA,NA
1961,"AFG_KAZ","AFG","KAZ",NA,NA,548888.896,NA,8953.544,NA,0.061,NA,NA,NA,NA,NA
1962,"AFG_KAZ","AFG","KAZ",NA,NA,546666.688,NA,9141.783,NA,0.06,NA,NA,NA,NA,NA
1963,"AFG_KAZ","AFG","KAZ",NA,NA,751111.168,NA,9339.507,NA,0.08,NA,NA,NA,NA,NA
1964,"AFG_KAZ","AFG","KAZ",NA,NA,800000.064,NA,9547.131,NA,0.084,NA,NA,NA,NA,NA
1965,"AFG_KAZ","AFG","KAZ",NA,NA,1006666.624,NA,9765.015,NA,0.103,NA,NA,NA,NA,NA
1966,"AFG_KAZ","AFG","KAZ",NA,NA,1400000,NA,9990.125,NA,0.14,NA,NA,NA,NA,NA
1967,"AFG_KAZ","AFG","KAZ",NA,NA,1673333.376,NA,10221.902,NA,0.164,NA,NA,NA,NA,NA
1968,"AFG_KAZ","AFG","KAZ",NA,NA,1373333.376,NA,10465.77,NA,0.131,NA,NA,NA,NA,NA
1969,"AFG_KAZ","AFG","KAZ",NA,NA,1408888.96,NA,10729.191,NA,0.131,NA,NA,NA,NA,NA
1970,"AFG_KAZ","AFG","KAZ",NA,NA,1748886.656,NA,11015.621,NA,0.159,NA,NA,NA,NA,NA
1971,"AFG_KAZ","AFG","KAZ",NA,NA,1831108.992,NA,11323.446,NA,0.162,NA,NA,NA,NA,NA
1972,"AFG_KAZ","AFG","KAZ",NA,NA,1595555.456,NA,11644.377,NA,0.137,NA,NA,NA,NA,NA
1973,"AFG_KAZ","AFG","KAZ",NA,NA,1733333.248,NA,11966.352,NA,0.145,NA,NA,NA,NA,NA
1974,"AFG_KAZ","AFG","KAZ",NA,NA,2155555.584,NA,12273.589,NA,0.176,NA,NA,NA,NA,NA
1975,"AFG_KAZ","AFG","KAZ",NA,NA,2366666.496,NA,12551.79,NA,0.189,NA,NA,NA,NA,NA
1976,"AFG_KAZ","AFG","KAZ",NA,NA,2555555.584,NA,12806.81,NA,0.2,NA,NA,NA,NA,NA
1977,"AFG_KAZ","AFG","KAZ",NA,NA,2953333.504,NA,13034.46,NA,0.227,NA,NA,NA,NA,NA
1978,"AFG_KAZ","AFG","KAZ",NA,NA,3300000,NA,13199.597,NA,0.25,NA,NA,NA,NA,NA
1979,"AFG_KAZ","AFG","KAZ",NA,NA,3697940.224,NA,13257.128,NA,0.279,NA,NA,NA,NA,NA
1980,"AFG_KAZ","AFG","KAZ",NA,NA,3641723.392,NA,13180.431,NA,0.276,NA,NA,NA,NA,NA
1981,"AFG_KAZ","AFG","KAZ",NA,NA,3478787.84,NA,12963.788,NA,0.268,NA,NA,NA,NA,NA
1982,"AFG_KAZ","AFG","KAZ",NA,NA,4515999.744,NA,12634.494,NA,0.357,NA,NA,NA,NA,NA
1983,"AFG_KAZ","AFG","KAZ",NA,NA,3990899.968,NA,12241.928,NA,0.326,NA,NA,NA,NA,NA
1984,"AFG_KAZ","AFG","KAZ",NA,NA,2624000,NA,11854.205,NA,0.221,NA,NA,NA,NA,NA
1985,"AFG_KAZ","AFG","KAZ",NA,NA,2503000.064,NA,11528.977,NA,0.217,NA,NA,NA,NA,NA
1986,"AFG_KAZ","AFG","KAZ",NA,NA,2382000.128,NA,11262.439,NA,0.211,NA,NA,NA,NA,NA
1987,"AFG_KAZ","AFG","KAZ",NA,NA,NA,NA,11063.107,NA,NA,NA,NA,NA,NA,NA
1988,"AFG_KAZ","AFG","KAZ",NA,NA,NA,NA,11013.345,NA,NA,NA,NA,NA,NA,NA
1989,"AFG_KAZ","AFG","KAZ",NA,NA,2600000,NA,11215.323,NA,0.232,NA,NA,NA,NA,NA
1990,"AFG_KAZ","AFG","KAZ",NA,NA,NA,NA,11731.193,NA,NA,NA,NA,NA,NA,NA
1991,"AFG_KAZ","AFG","KAZ",0,1428,NA,24881135.616,12612.043,16450.5,NA,1.512,0,0,0,0.467
1992,"AFG_KAZ","AFG","KAZ",0,1428,NA,24906940.416,13811.876,16439.095,NA,1.515,0,0,0,0.467
1993,"AFG_KAZ","AFG","KAZ",0,1428,NA,23409027.072,15175.325,16330.42,NA,1.433,0,0,0,0.467
1994,"AFG_KAZ","AFG","KAZ",0,1428,NA,21250838.528,16485.018,16095.2,NA,1.32,0,0,0,0.467
1995,"AFG_KAZ","AFG","KAZ",0,1411,NA,20374306.816,17586.073,15815.626,NA,1.288,0,0,0,0.467
1996,"AFG_KAZ","AFG","KAZ",0,1411,NA,21035358.208,18415.306,15577.894,NA,1.35,0,0,0,0.467
1997,"AFG_KAZ","AFG","KAZ",0,1411,NA,22165932.032,19021.227,15333.703,NA,1.446,0,0,0,0.467
1998,"AFG_KAZ","AFG","KAZ",0,1411,NA,22135244.8,19496.836,15071.3,NA,1.469,0,0,0,0.467
1999,"AFG_KAZ","AFG","KAZ",0,1411,NA,16870816.768,19987.07,14928.426,NA,1.13,0,0,0,0.467
2000,"AFG_KAZ","AFG","KAZ",0,1396,NA,18291990.528,20595.36,14883.626,NA,1.229,0,0,0,0.467
2001,"AFG_KAZ","AFG","KAZ",0,1396,2461666.304,22152689.664,21347.782,14858.335,0.115,1.491,0,0,0,0.467
2002,"AFG_KAZ","AFG","KAZ",0,1396,4128817.92,24636598.272,22202.806,14858.948,0.186,1.658,0,0,0,0.467
2003,"AFG_KAZ","AFG","KAZ",0,1396,4583648.768,30833692.672,23116.142,14909.018,0.198,2.068,0,0,0,0.467
2004,"AFG_KAZ","AFG","KAZ",0,1396,5285462.016,43151646.72,24018.682,15012.985,0.22,2.874,0,0,0,0.467
2005,"AFG_KAZ","AFG","KAZ",0,1392,6275076.096,57123672.064,24860.855,15147.029,0.252,3.771,0,0,0,0.467
2006,"AFG_KAZ","AFG","KAZ",0,1392,7057597.44,81003864.064,25631.283,15308.084,0.275,5.292,0,0,0,0.467
2007,"AFG_KAZ","AFG","KAZ",0,1392,9843851.264,104849883.136,26349.243,15484.192,0.374,6.771,0,0,0,0.467
2008,"AFG_KAZ","AFG","KAZ",0,1392,10190534.656,133441609.728,27032.198,15674,0.377,8.514,0,0,0,0.467
2009,"AFG_KAZ","AFG","KAZ",0,1392,12486950.912,115308658.688,27708.187,16092.701,0.451,7.165,0,0,0,0.467
2010,"AFG_KAZ","AFG","KAZ",0,1387,15936784.384,148047347.712,28397.812,16321.581,0.561,9.071,0,0,0,0.467
2011,"AFG_KAZ","AFG","KAZ",0,1387,17870159.872,188048965.632,29105.48,16556.601,0.614,11.358,0,0,0,0.467
2012,"AFG_KAZ","AFG","KAZ",0,1387,20506796.032,203517198.336,29824.535,16791.426,0.688,12.12,0,0,0,0.467
2013,"AFG_KAZ","AFG","KAZ",0,1387,20309671.936,231876280.32,30551.674,17037.508,0.665,13.61,0,0,0,0.467
2014,"AFG_KAZ","AFG","KAZ",0,1387,20050190.336,221415571.456,32758.018,17289.225,0.612,12.807,0,0,0,0.467
2015,"AFG_KAZ","AFG","KAZ",0,1372,19702986.752,184388435.968,33736.492,17544.127,0.584,10.51,0,0,0,0.467
2016,"AFG_KAZ","AFG","KAZ",0,1372,19469021.184,133657083.904,34656.033,17797.031,0.562,7.51,0,0,0,0.467
2017,"AFG_KAZ","AFG","KAZ",0,1372,18753469.63,166805800.596,36296.112,18037.777,0.517,9.248,0,0,0,0.467
2018,"AFG_KAZ","AFG","KAZ",0,1372,18053228.579,179339994.859,37171.921,18276.451,0.486,9.813,0,0,0,0.467
2019,"AFG_KAZ","AFG","KAZ",0,1372,18799450.743,181667190.076,38041.756,18513.674,0.494,9.813,0,0,0,0.467
2020,"AFG_KAZ","AFG","KAZ",0,1358,20116137.326,171082379.533,38928.341,18755.667,0.517,9.122,0,0,0,0.467
2021,"AFG_KAZ","AFG","KAZ",0,1358,NA,190814274.226,39835.426,19002.586,NA,10.041,0,0,0,0.467
1948,"AFG_PAK","AFG","PAK",1,834,NA,NA,NA,NA,NA,NA,0,0,0,0.961
1949,"AFG_PAK","AFG","PAK",1,834,NA,NA,NA,NA,NA,NA,0,0,0,0.961
1950,"AFG_PAK","AFG","PAK",1,834,NA,NA,8150.368,85094.196,NA,NA,0,0,0,0.961
1951,"AFG_PAK","AFG","PAK",1,834,NA,NA,8284.472,86532.047,NA,NA,0,0,0,0.961
1952,"AFG_PAK","AFG","PAK",1,834,NA,NA,8425.333,88228.455,NA,NA,0,0,0,0.961
1953,"AFG_PAK","AFG","PAK",1,834,NA,NA,8573.216,89995.338,NA,NA,0,0,0,0.961
1954,"AFG_PAK","AFG","PAK",1,834,NA,NA,8728.408,91965.05,NA,NA,0,0,0,0.961
1955,"AFG_PAK","AFG","PAK",1,820,NA,NA,8891.209,94022.846,NA,NA,0,0,0,0.961
1956,"AFG_PAK","AFG","PAK",1,820,1110000,NA,9061.938,95997.429,0.122,NA,0,0,0,0.961
1957,"AFG_PAK","AFG","PAK",1,820,1140000,NA,9240.933,98026.398,0.123,NA,0,0,0,0.961
1958,"AFG_PAK","AFG","PAK",1,820,1170000,NA,9428.555,100245.945,0.124,NA,0,0,0,0.961
1959,"AFG_PAK","AFG","PAK",1,820,1204999.936,NA,9624.606,102563.267,0.125,NA,0,0,0,0.961
1960,"AFG_PAK","AFG","PAK",1,805,537777.792,7981949.696,8774.44,95077.74,0.061,0.168,0,0,0,0.961
1961,"AFG_PAK","AFG","PAK",1,805,548888.896,8872179.2,8953.544,97627.129,0.061,0.181,0,0,0,0.961
1962,"AFG_PAK","AFG","PAK",1,805,546666.688,9314508.544,9141.783,100267.586,0.06,0.185,0,0,0,0.961
1963,"AFG_PAK","AFG","PAK",1,805,751111.168,9859987.456,9339.507,103018.593,0.08,0.191,0,0,0,0.961
1964,"AFG_PAK","AFG","PAK",1,805,800000.064,10516462.08,9547.131,105907.532,0.084,0.199,0,0,0,0.961
1965,"AFG_PAK","AFG","PAK",1,814,1006666.624,11791348.736,9765.015,108947.083,0.103,0.217,0,0,0,0.961
1966,"AFG_PAK","AFG","PAK",1,814,1400000,12906298.368,9990.125,112168.148,0.14,0.231,0,0,0,0.961
1967,"AFG_PAK","AFG","PAK",1,814,1673333.376,14657396.736,10221.902,115548.244,0.164,0.255,0,0,0,0.961
1968,"AFG_PAK","AFG","PAK",1,814,1373333.376,15573773.824,10465.77,118984.066,0.131,0.263,0,0,0,0.961
1969,"AFG_PAK","AFG","PAK",1,814,1408888.96,17103933.44,10729.191,122335.426,0.131,0.281,0,0,0,0.961
1970,"AFG_PAK","AFG","PAK",1,832,1748886.656,19019810.816,11015.621,125513.073,0.159,0.305,0,0,0,0.961
1971,"AFG_PAK","AFG","PAK",NA,NA,1831108.992,NA,11323.446,NA,0.162,NA,NA,NA,NA,NA
1972,"AFG_PAK","AFG","PAK",NA,NA,1595555.456,NA,11644.377,NA,0.137,NA,NA,NA,NA,NA
1973,"AFG_PAK","AFG","PAK",NA,NA,1733333.248,NA,11966.352,NA,0.145,NA,NA,NA,NA,NA
1974,"AFG_PAK","AFG","PAK",NA,NA,2155555.584,NA,12273.589,NA,0.176,NA,NA,NA,NA,NA
1975,"AFG_PAK","AFG","PAK",NA,NA,2366666.496,NA,12551.79,NA,0.189,NA,NA,NA,NA,NA
1976,"AFG_PAK","AFG","PAK",NA,NA,2555555.584,NA,12806.81,NA,0.2,NA,NA,NA,NA,NA
1977,"AFG_PAK","AFG","PAK",NA,NA,2953333.504,NA,13034.46,NA,0.227,NA,NA,NA,NA,NA
1978,"AFG_PAK","AFG","PAK",NA,NA,3300000,NA,13199.597,NA,0.25,NA,NA,NA,NA,NA
1979,"AFG_PAK","AFG","PAK",NA,NA,3697940.224,NA,13257.128,NA,0.279,NA,NA,NA,NA,NA
1980,"AFG_PAK","AFG","PAK",NA,NA,3641723.392,NA,13180.431,NA,0.276,NA,NA,NA,NA,NA
1981,"AFG_PAK","AFG","PAK",NA,NA,3478787.84,NA,12963.788,NA,0.268,NA,NA,NA,NA,NA
1982,"AFG_PAK","AFG","PAK",NA,NA,4515999.744,NA,12634.494,NA,0.357,NA,NA,NA,NA,NA
1983,"AFG_PAK","AFG","PAK",NA,NA,3990899.968,NA,12241.928,NA,0.326,NA,NA,NA,NA,NA
1984,"AFG_PAK","AFG","PAK",NA,NA,2624000,NA,11854.205,NA,0.221,NA,NA,NA,NA,NA
1985,"AFG_PAK","AFG","PAK",NA,NA,2503000.064,NA,11528.977,NA,0.217,NA,NA,NA,NA,NA
1986,"AFG_PAK","AFG","PAK",NA,NA,2382000.128,NA,11262.439,NA,0.211,NA,NA,NA,NA,NA
1987,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,11063.107,NA,NA,NA,NA,NA,NA,NA
1988,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,11013.345,NA,NA,NA,NA,NA,NA,NA
1989,"AFG_PAK","AFG","PAK",NA,NA,2600000,NA,11215.323,NA,0.232,NA,NA,NA,NA,NA
1990,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,11731.193,NA,NA,NA,NA,NA,NA,NA
1991,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,12612.043,NA,NA,NA,NA,NA,NA,NA
1992,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,13811.876,NA,NA,NA,NA,NA,NA,NA
1993,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,15175.325,NA,NA,NA,NA,NA,NA,NA
1994,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,16485.018,NA,NA,NA,NA,NA,NA,NA
1995,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,17586.073,NA,NA,NA,NA,NA,NA,NA
1996,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,18415.306,NA,NA,NA,NA,NA,NA,NA
1997,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,19021.227,NA,NA,NA,NA,NA,NA,NA
1998,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,19496.836,NA,NA,NA,NA,NA,NA,NA
1999,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,19987.07,NA,NA,NA,NA,NA,NA,NA
2000,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,20595.36,NA,NA,NA,NA,NA,NA,NA
2001,"AFG_PAK","AFG","PAK",NA,NA,2461666.304,NA,21347.782,NA,0.115,NA,NA,NA,NA,NA
2002,"AFG_PAK","AFG","PAK",NA,NA,4128817.92,NA,22202.806,NA,0.186,NA,NA,NA,NA,NA
2003,"AFG_PAK","AFG","PAK",NA,NA,4583648.768,NA,23116.142,NA,0.198,NA,NA,NA,NA,NA
2004,"AFG_PAK","AFG","PAK",NA,NA,5285462.016,NA,24018.682,NA,0.22,NA,NA,NA,NA,NA
2005,"AFG_PAK","AFG","PAK",NA,NA,6275076.096,NA,24860.855,NA,0.252,NA,NA,NA,NA,NA
2006,"AFG_PAK","AFG","PAK",NA,NA,7057597.44,NA,25631.283,NA,0.275,NA,NA,NA,NA,NA
2007,"AFG_PAK","AFG","PAK",NA,NA,9843851.264,NA,26349.243,NA,0.374,NA,NA,NA,NA,NA
2008,"AFG_PAK","AFG","PAK",NA,NA,10190534.656,NA,27032.198,NA,0.377,NA,NA,NA,NA,NA
2009,"AFG_PAK","AFG","PAK",NA,NA,12486950.912,NA,27708.187,NA,0.451,NA,NA,NA,NA,NA
2010,"AFG_PAK","AFG","PAK",NA,NA,15936784.384,NA,28397.812,NA,0.561,NA,NA,NA,NA,NA
2011,"AFG_PAK","AFG","PAK",NA,NA,17870159.872,NA,29105.48,NA,0.614,NA,NA,NA,NA,NA
2012,"AFG_PAK","AFG","PAK",NA,NA,20506796.032,NA,29824.535,NA,0.688,NA,NA,NA,NA,NA
2013,"AFG_PAK","AFG","PAK",NA,NA,20309671.936,NA,30551.674,NA,0.665,NA,NA,NA,NA,NA
2014,"AFG_PAK","AFG","PAK",NA,NA,20050190.336,NA,32758.018,NA,0.612,NA,NA,NA,NA,NA
2015,"AFG_PAK","AFG","PAK",NA,NA,19702986.752,NA,33736.492,NA,0.584,NA,NA,NA,NA,NA
2016,"AFG_PAK","AFG","PAK",NA,NA,19469021.184,NA,34656.033,NA,0.562,NA,NA,NA,NA,NA
2017,"AFG_PAK","AFG","PAK",NA,NA,18753469.63,NA,36296.112,NA,0.517,NA,NA,NA,NA,NA
2018,"AFG_PAK","AFG","PAK",NA,NA,18053228.579,NA,37171.921,NA,0.486,NA,NA,NA,NA,NA
2019,"AFG_PAK","AFG","PAK",NA,NA,18799450.743,NA,38041.756,NA,0.494,NA,NA,NA,NA,NA
2020,"AFG_PAK","AFG","PAK",NA,NA,20116137.326,NA,38928.341,NA,0.517,NA,NA,NA,NA,NA
2021,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,39835.426,NA,NA,NA,NA,NA,NA,NA
1948,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,8150.368,NA,NA,NA,NA,NA,NA,NA
1951,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,8284.472,NA,NA,NA,NA,NA,NA,NA
1952,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,8425.333,NA,NA,NA,NA,NA,NA,NA
1953,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,8573.216,NA,NA,NA,NA,NA,NA,NA
1954,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,8728.408,NA,NA,NA,NA,NA,NA,NA
1955,"AFG_PAK","AFG","PAK",NA,NA,NA,NA,8891.209,NA,NA,NA,NA,NA,NA,NA
1956,"AFG_PAK","AFG","PAK",NA,NA,1110000,NA,9061.938,NA,0.122,NA,NA,NA,NA,NA
1957,"AFG_PAK","AFG","PAK",NA,NA,1140000,NA,9240.933,NA,0.123,NA,NA,NA,NA,NA
1958,"AFG_PAK","AFG","PAK",NA,NA,1170000,NA,9428.555,NA,0.124,NA,NA,NA,NA,NA
1959,"AFG_PAK","AFG","PAK",NA,NA,1204999.936,NA,9624.606,NA,0.125,NA,NA,NA,NA,NA
1960,"AFG_PAK","AFG","PAK",NA,NA,537777.792,NA,8774.44,NA,0.061,NA,NA,NA,NA,NA
1961,"AFG_PAK","AFG","PAK",NA,NA,548888.896,NA,8953.544,NA,0.061,NA,NA,NA,NA,NA
1962,"AFG_PAK","AFG","PAK",NA,NA,546666.688,NA,9141.783,NA,0.06,NA,NA,NA,NA,NA
1963,"AFG_PAK","AFG","PAK",NA,NA,751111.168,NA,9339.507,NA,0.08,NA,NA,NA,NA,NA
1964,"AFG_PAK","AFG","PAK",NA,NA,800000.064,NA,9547.131,NA,0.084,NA,NA,NA,NA,NA
1965,"AFG_PAK","AFG","PAK",NA,NA,1006666.624,NA,9765.015,NA,0.103,NA,NA,NA,NA,NA
1966,"AFG_PAK","AFG","PAK",NA,NA,1400000,NA,9990.125,NA,0.14,NA,NA,NA,NA,NA
1967,"AFG_PAK","AFG","PAK",NA,NA,1673333.376,NA,10221.902,NA,0.164,NA,NA,NA,NA,NA
1968,"AFG_PAK","AFG","PAK",NA,NA,1373333.376,NA,10465.77,NA,0.131,NA,NA,NA,NA,NA
1969,"AFG_PAK","AFG","PAK",NA,NA,1408888.96,NA,10729.191,NA,0.131,NA,NA,NA,NA,NA
1970,"AFG_PAK","AFG","PAK",NA,NA,1748886.656,NA,11015.621,NA,0.159,NA,NA,NA,NA,NA
1971,"AFG_PAK","AFG","PAK",1,687,1831108.992,19353901.056,11323.446,128468.38,0.162,0.304,0,0,0,0.961
1972,"AFG_PAK","AFG","PAK",1,687,1595555.456,9309109.248,11644.377,62532.284,0.137,0.149,0,0,0,0.961
1973,"AFG_PAK","AFG","PAK",1,687,1733333.248,6324883.968,11966.352,64299.24,0.145,0.098,0,0,0,0.961
1974,"AFG_PAK","AFG","PAK",1,687,2155555.584,8773030.912,12273.589,66167.068,0.176,0.133,0,0,0,0.961
1975,"AFG_PAK","AFG","PAK",1,678,2366666.496,11340000.256,12551.79,68155.251,0.189,0.166,0,0,0,0.961
1976,"AFG_PAK","AFG","PAK",1,678,2555555.584,13338485.76,12806.81,70268.555,0.2,0.19,0,0,0,0.961
1977,"AFG_PAK","AFG","PAK",1,678,2953333.504,15126060.032,13034.46,72505.127,0.227,0.209,0,0,0,0.961
1978,"AFG_PAK","AFG","PAK",1,678,3300000,17820100.608,13199.597,74868.889,0.25,0.238,0,0,0,0.961
1979,"AFG_PAK","AFG","PAK",1,678,3697940.224,19707979.776,13257.128,77362.152,0.279,0.255,0,0,0,0.961
1980,"AFG_PAK","AFG","PAK",1,664,3641723.392,23689697.28,13180.431,79984.299,0.276,0.296,0,0,0,0.961
1981,"AFG_PAK","AFG","PAK",1,664,3478787.84,28100605.952,12963.788,82733.078,0.268,0.34,0,0,0,0.961
1982,"AFG_PAK","AFG","PAK",1,664,4515999.744,30725971.968,12634.494,85601.555,0.357,0.359,0,0,0,0.961
1983,"AFG_PAK","AFG","PAK",1,664,3990899.968,28691890.176,12241.928,88577.08,0.326,0.324,0,0,0,0.961
1984,"AFG_PAK","AFG","PAK",1,664,2624000,31151824.896,11854.205,91643.158,0.221,0.34,0,0,0,0.961
1985,"AFG_PAK","AFG","PAK",1,658,2503000.064,31144921.088,11528.977,94783.463,0.217,0.329,0,0,0,0.961
1986,"AFG_PAK","AFG","PAK",1,658,2382000.128,31899072.512,11262.439,97998.459,0.211,0.326,0,0,0,0.961
1987,"AFG_PAK","AFG","PAK",1,658,NA,33351526.4,11063.107,101278.13,NA,0.329,0,0,0,0.961
1988,"AFG_PAK","AFG","PAK",1,658,NA,38472740.864,11013.345,104583.473,NA,0.368,0,0,0,0.961
1989,"AFG_PAK","AFG","PAK",1,658,2600000,40171020.288,11215.323,107865.402,0.232,0.372,0,0,0,0.961
1990,"AFG_PAK","AFG","PAK",1,654,NA,40010424.32,11731.193,111090.881,NA,0.36,0,0,0,0.961
1991,"AFG_PAK","AFG","PAK",1,654,NA,45451960.32,12612.043,114229.172,NA,0.398,0,0,0,0.961
1992,"AFG_PAK","AFG","PAK",1,654,NA,48635240.448,13811.876,117291.344,NA,0.415,0,0,0,0.961
1993,"AFG_PAK","AFG","PAK",1,654,NA,51478355.968,15175.325,120336.723,NA,0.428,0,0,0,0.961
1994,"AFG_PAK","AFG","PAK",1,654,NA,51894796.288,16485.018,123450.935,NA,0.42,0,0,0,0.961
1995,"AFG_PAK","AFG","PAK",1,650,NA,60636069.888,17586.073,126689.575,NA,0.479,0,0,0,0.961
1996,"AFG_PAK","AFG","PAK",1,650,NA,63320170.496,18415.306,130083.694,NA,0.487,0,0,0,0.961
1997,"AFG_PAK","AFG","PAK",1,650,NA,62433341.44,19021.227,133597.488,NA,0.467,0,0,0,0.961
1998,"AFG_PAK","AFG","PAK",1,650,NA,62191955.968,19496.836,137139.297,NA,0.453,0,0,0,0.961
1999,"AFG_PAK","AFG","PAK",1,650,NA,62973853.696,19987.07,140580.399,NA,0.448,0,0,0,0.961
2000,"AFG_PAK","AFG","PAK",1,645,NA,73952378.88,20595.36,143832.016,NA,0.514,0,0,0,0.961
2001,"AFG_PAK","AFG","PAK",1,645,2461666.304,72309735.424,21347.782,146857.086,0.115,0.492,0,0,0,0.961
2002,"AFG_PAK","AFG","PAK",1,645,4128817.92,72306819.072,22202.806,149693.68,0.186,0.483,0,0,0,0.961
2003,"AFG_PAK","AFG","PAK",1,645,4583648.768,83244802.048,23116.142,152419.968,0.198,0.546,0,0,0,0.961
2004,"AFG_PAK","AFG","PAK",1,645,5285462.016,97977769.984,24018.682,155151.398,0.22,0.631,0,0,0,0.961
2005,"AFG_PAK","AFG","PAK",1,642,6275076.096,109502103.552,24860.855,157971.42,0.252,0.693,0,0,0,0.961
2006,"AFG_PAK","AFG","PAK",1,642,7057597.44,137264062.464,25631.283,160905.792,0.275,0.853,0,0,0,0.961
2007,"AFG_PAK","AFG","PAK",1,642,9843851.264,152385716.224,26349.243,163928.329,0.374,0.93,0,0,0,0.961
2008,"AFG_PAK","AFG","PAK",1,642,10190534.656,170077814.784,27032.198,167008.087,0.377,1.018,0,0,0,0.961
2009,"AFG_PAK","AFG","PAK",1,642,12486950.912,167874969.6,27708.187,170093.994,0.451,0.987,0,0,0,0.961
2010,"AFG_PAK","AFG","PAK",1,645,15936784.384,177165631.488,28397.812,173149.307,0.561,1.023,0,0,0,0.961
2011,"AFG_PAK","AFG","PAK",1,645,17870159.872,213587410.944,29105.48,176166.351,0.614,1.212,0,0,0,0.961
2012,"AFG_PAK","AFG","PAK",1,645,20506796.032,224383614.976,29824.535,179160.11,0.688,1.252,0,0,0,0.961
2013,"AFG_PAK","AFG","PAK",1,645,20309671.936,232286781.44,30551.674,182142.593,0.665,1.275,0,0,0,0.961
2014,"AFG_PAK","AFG","PAK",1,645,20050190.336,244360888.32,32758.018,185546.249,0.612,1.317,0,0,0,0.961
2015,"AFG_PAK","AFG","PAK",1,648,19702986.752,271049883.648,33736.492,189380.508,0.584,1.431,0,0,0,0.961
2016,"AFG_PAK","AFG","PAK",1,648,19469021.184,283659993.088,34656.033,193203.476,0.562,1.468,0,0,0,0.961
2017,"AFG_PAK","AFG","PAK",1,648,18753469.63,339205615.769,36296.112,207906.204,0.517,1.632,0,0,0,0.961
2018,"AFG_PAK","AFG","PAK",1,648,18053228.579,356128224.957,37171.921,212228.287,0.486,1.678,0,0,0,0.961
2019,"AFG_PAK","AFG","PAK",1,648,18799450.743,320909489.23,38041.756,216565.323,0.494,1.482,0,0,0,0.961
2020,"AFG_PAK","AFG","PAK",1,652,20116137.326,300306331.698,38928.341,220892.334,0.517,1.36,0,0,0,0.961
2021,"AFG_PAK","AFG","PAK",1,652,NA,346343170.486,39835.426,225199.936,NA,1.538,0,0,0,0.961
1948,"AFG_TJK","AFG","TJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"AFG_TJK","AFG","TJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"AFG_TJK","AFG","TJK",NA,NA,NA,NA,8150.368,NA,NA,NA,NA,NA,NA,NA
1951,"AFG_TJK","AFG","TJK",NA,NA,NA,NA,8284.472,NA,NA,NA,NA,NA,NA,NA
