"orig_dest_year","orig_dest","orig","dest","year","totalrefugees","ref_lag","ethnic_link","contig","dist","gdp_o","gdp_d","pop_o","pop_d","gdpcap_o","gdpcap_d","comlang_off","comlang_ethno","comcol","comrelig","political_terror_o","state_fragility_o","conflict_intensity_o","change_restrict","gdp_o_lag","gdp_d_lag","gdpcap_o_lag","gdpcap_d_lag","state_fragility_o_lag","conflict_intensity_o_lag","political_terror_o_lag"
"SLV_CRI_1989","SLV_CRI","SLV","CRI","1989",8.74528448245438,7.76997693773245,0,0,6.5424719605068,15.2907806000649,15.7421509160038,8.56985736571839,8.00709929986892,0.60431596685333,1.19027947719393,1,1,0,0.872,1.6094379124341,2.83321334405622,2.19722457733622,-1,16.4341131988575,16.752776277589,1.18902412752836,1.71288159213515,2.31088389580874,1.65822807660353,1.28785428830664
"SLV_PAN_1989","SLV_PAN","SLV","PAN","1989",6.72262979485545,5.76701806401336,0,0,7.07072410726028,15.2907806000649,15.4021916420481,8.56985736571839,7.79809785039546,0.60431596685333,1.10094290400639,1,1,0,0.819,1.6094379124341,2.94443897916644,2.39789527279837,-1,16.4341131988575,16.508893791118,1.18902412752836,1.70564920126922,2.33133450628003,1.58412010444981,1.28785428830664
"NIC_GTM_1989","NIC_GTM","NIC","GTM","1989",7.98173328669189,6.84897790827964,0,0,6.29156913955832,13.8286101504259,15.9450182769814,8.30563798511286,9.06984075758791,0.22314355131421,0.677017798630062,1,1,0,0.892,1.38629436111989,2.83321334405622,1.79175946922805,-1,15.4812280557224,16.9630488978004,0.690497840823327,1.06535707979205,2.63905732961526,1.64222773525709,1.21639532432449
"NIC_HND_1989","NIC_HND","NIC","HND","1989",10.6356390766893,7.4700935480765,0,1,5.63835466933375,13.8286101504259,15.0862395438501,8.30563798511286,8.46967402918153,0.22314355131421,0.558472277233344,1,1,0,0.908,1.38629436111989,2.63905732961526,1.79175946922805,-1,15.4812280557224,15.9147499043796,0.690497840823327,0.79427374568571,2.59338729278207,1.60106966276358,1.21639532432449
"NIC_CRI_1989","NIC_CRI","NIC","CRI","1989",10.5599966819982,9.34008857569084,0,1,5.82600010738045,13.8286101504259,15.7421509160038,8.30563798511286,8.00709929986892,0.22314355131421,1.19027947719393,1,1,0,0.86,1.38629436111989,2.39789527279837,1.79175946922805,-1,15.4812280557224,16.752776277589,0.690497840823327,1.71288159213515,2.60884355101876,1.69714349285321,1.24078677744865
"COL_CRI_1989","COL_CRI","COL","CRI","1989",3.43398720448515,8.41442191338029,0,0,7.0335064842877,17.4928255440403,15.7421509160038,10.3938540381498,8.00709929986892,0.793444901875309,1.19027947719393,1,1,0,0.875,1.79175946922805,3.13549421592915,2.39789527279837,-1,18.7342842253052,16.752776277589,1.43983512804792,1.71288159213515,2.75419135710007,2.24248116892434,1.77070606003022
"COL_PAN_1989","COL_PAN","COL","PAN","1989",1.79175946922805,8.34963216009551,0,1,6.48616078894409,17.4928255440403,15.4021916420481,10.3938540381498,7.79809785039546,0.793444901875309,1.10094290400639,1,1,0,0.822,1.79175946922805,3.17805383034795,2.39789527279837,-1,18.7342842253052,16.508893791118,1.43983512804792,1.70564920126922,2.76211742237249,2.23359222150709,1.77070606003022
"COL_VEN_1989","COL_VEN","COL","VEN","1989",1.94591014905531,10.8294439212766,1,1,6.7093043402583,17.4928255440403,17.5565626209454,10.3938540381498,9.86563302572515,0.793444901875309,1.15970738802792,1,1,0,0.916,1.79175946922805,3.13549421592915,2.39789527279837,-1,18.7342842253052,18.8142067341464,1.43983512804792,1.88872862570464,2.76211742237249,2.25566817320629,1.77070606003022
"COL_ECU_1989","COL_ECU","COL","ECU","1989",4.26267987704132,10.5206251142142,0,1,6.76503897678054,17.4928255440403,16.446739416908,10.3938540381498,9.19906362782571,0.793444901875309,0.877549903557725,1,1,0,0.931,1.79175946922805,3.13549421592915,2.39789527279837,-1,18.7342842253052,17.4079347006809,1.43983512804792,1.31430593601028,2.75419135710007,2.24689618713346,1.77070606003022
"COL_BRA_1989","COL_BRA","COL","BRA","1989",0.693147180559945,6.80963699347026,0,1,8.36310917603352,17.4928255440403,19.8689994691076,10.3938540381498,11.8987296169464,0.793444901875309,1.35943690695001,0,0,0,0.849,1.79175946922805,3.17805383034795,2.39789527279837,-0.666666666666667,18.7342842253052,20.6798106124477,1.43983512804792,1.83750930198461,2.75684036527164,2.22462355152433,1.77070606003022
"CHL_ARG_1989","CHL_ARG","CHL","ARG","1989",3.2188758248682,4.29898464197175,0,1,6.81563999007433,17.1613727803884,18.1545892195135,9.47132152654185,10.3788333245935,1.1590800354352,1.21846725047639,1,1,0,0.753,1.38629436111989,2.56494935746154,1.79175946922805,-0.333333333333333,18.4876723344286,19.5257403465222,2.03425347590735,2.20522948940268,1.74919985480926,1.36524095192206,1.12601126285622
"ESP_DEU_1989","ESP_DEU","ESP","DEU","1989",0,4.74456974386934,0,1,6.361302477573,19.8404836950106,15.3380061313165,10.5659815119466,9.52718021966699,2.45642143770891,0.454255272277596,0,1,0,0.034,1.09861228866811,0,1.38629436111989,-1,20.6141530173725,21.643079593298,3.08555964717852,3.45643497041672,0.485507815781701,0.980829253011726,1.13943428318836
"POL_BEL_1989","POL_BEL","POL","BEL","1989",4.59005654817804,6.66014825548955,0,0,6.92067150424868,18.2248214595017,18.9205255121323,10.5443548732655,9.20419120453892,1.15246896145882,2.86721685131856,0,0,0,0.729,1.09861228866811,2.39789527279837,1.79175946922805,-1,19.3192731133487,19.604746798916,2.00306095704623,3.47204408928811,1.29928298413026,1.3758230612526,0.882389180198474
"POL_CHE_1989","POL_CHE","POL","CHE","1989",7.60887062919126,6.36539598754426,0,0,6.90575327631146,18.2248214595017,19.1216604099171,10.5443548732655,8.8020580993839,1.15246896145882,3.44444842365647,0,0,0,0.428,1.09861228866811,2.39789527279837,1.94591014905531,-1,19.3192731133487,19.7462923519558,2.00306095704623,3.95238329337832,1.46633706879343,1.50407739677627,0.882389180198474
"POL_DEU_1989","POL_DEU","POL","DEU","1989",0,8.2080718197178,0,1,6.48920493132532,18.2248214595017,17.1769219585367,10.5443548732655,10.1222878455443,1.15246896145882,0.894454037264981,1,1,0,0.931,1.09861228866811,2.30258509299405,1.79175946922805,-1,19.3192731133487,21.6434821944634,2.00306095704623,3.45757902784682,1.3328056761689,1.3758230612526,0.882389180198474
"POL_SWE_1989","POL_SWE","POL","SWE","1989",8.67171523085241,7.16147653076048,0,0,6.60800062529609,18.2248214595017,19.1855686123583,10.5443548732655,9.04711107257839,1.15246896145882,3.26956893918372,0,0,0,0.012,1.09861228866811,2.07944154167984,1.09861228866811,1,19.3192731133487,19.6403248677603,2.00306095704623,3.65149447164224,1.3328056761689,1.42711635564015,0.882389180198474
"HUN_DEU_1989","HUN_DEU","HUN","DEU","1989",0,6.55009770956794,0,1,6.62273632394984,17.1885611489525,16.3635931991927,9.25748337078948,10.4605741733946,1.33051734565089,0.266203040774657,1,1,0,0.161,0.693147180559945,2.39789527279837,1.94591014905531,-1,18.164564626942,21.6432157521538,2.15754005293542,3.45608005983074,0.829279354884525,1.27629346590556,0.949080554697146
"CZE_CHE_1989","CZE_CHE","CZE","CHE","1989",8.49719454490955,9.09105933988318,0,1,6.48157712927643,14.8289269000241,15.6020743409607,8.39778265710209,9.5622942893856,0.503801008829026,0.498348102254878,0,0,1,0.905,1.09861228866811,2.56494935746154,1.79175946922805,-1,18.4875469232655,19.7426080906986,2.44101644037526,3.85511309012164,1.62596721438531,1.39665714815544,1.11240561080045
"CZE_DEU_1989","CZE_DEU","CZE","DEU","1989",4.65396035015752,6.97716473035431,0,0,6.29156913955832,15.2335019482514,16.1437823332001,9.87464878400808,9.64455295004861,0.544066957545793,0.297137231222536,0,1,0,0.39,1.6094379124341,3.13549421592915,2.39789527279837,-1,18.4417545028615,21.5724557947991,2.38528196755601,3.39730509430791,1.43706668649331,1.35454566280531,1.11240561080045
"ALB_FRA_1989","ALB_FRA","ALB","FRA","1989",6.60258789218934,6.89272623996238,1,0,7.30114780585603,14.6635764056594,20.7529434419559,8.07991011807847,10.9701725635044,0.544066957545793,2.9299129325167,0,0,0,0.006,1.38629436111989,2.19722457733622,1.94591014905531,-0.6,15.5714773942963,21.3439681690926,1.08310376184495,3.43138570523891,2.0636931847117,1.48538526376412,1.27629346590556
"ALB_DEU_1989","ALB_DEU","ALB","DEU","1989",0,6.88514747084261,0,0,6.81892406527552,14.6635764056594,19.2980544602478,8.07991011807847,9.17338308733486,0.544066957545793,3.55208560259594,0,0,0,0.012,1.38629436111989,2.30258509299405,1.79175946922805,-1,15.5714773942963,21.6469893477907,1.08310376184495,3.4992827474771,2.03143232249348,1.48538526376412,1.27629346590556
"MNE_DEU_1989","MNE_DEU","MNE","DEU","1989",2.70805020110221,11.164139558676,0,1,6.73578001424233,16.7965158336742,14.8084596273867,10.3665861153382,6.48279078759468,0.372252973902051,0.288181947493432,0,0,0,0.129,1.38629436111989,2.83321334405622,1.6094379124341,-1,17.6410400657783,21.0089421851474,1.30971699637056,2.95031422988998,2.6149597780362,1.87819197500036,1.32175583998232
"MKD_DEU_1989","MKD_DEU","MKD","DEU","1989",1.38629436111989,9.32659075223461,0,1,6.4707995037826,16.6537072878308,20.7131453184039,9.84150581337739,14.0915395032027,0.698134722070984,0.396760667478018,0,0,1,0.009,1.6094379124341,2.70805020110221,2.07944154167984,-1,16.4188666616977,21.5710450565051,1.27211031009191,3.36456365271115,2.00372971994414,1.69714349285321,1.25276296849537
"MKD_ITA_1989","MKD_ITA","MKD","ITA","1989",11.6952720214517,8.86349493593883,1,1,5.41164605185504,14.5460256478345,17.0594175240278,9.5392516680192,10.982171194968,0.0998453349697161,0.291923066709036,1,1,0,0.859,1.6094379124341,3.13549421592915,2.39789527279837,-1,16.3590984706786,21.0297865104566,1.38064300558306,3.19372039686196,2.13021386705326,1.81915844341617,1.28785428830664
"HRV_DEU_1989","HRV_DEU","HRV","DEU","1989",4.29045944114839,8.18274557054335,0,1,7.41697962138115,19.8801042330014,18.8182088980342,11.895448491248,10.5744146606325,1.38779323724363,1.77799855397802,0,0,0,0.033,1.6094379124341,2.484906649788,1.94591014905531,-1,17.7694381271791,21.5916217213729,2.18108578554574,3.40872729391493,2.00933197549281,1.68175857401373,1.21639532432449
"HRV_ITA_1989","HRV_ITA","HRV","ITA","1989",1.09861228866811,7.85687615544699,0,0,6.61606518513282,18.7265311676455,21.3900322673674,10.8966579518653,11.2975366180628,1.21015366340102,3.20619577171083,0,0,0,0.27,1.6094379124341,2.56494935746154,1.94591014905531,-1,17.4208490917179,21.122247193189,2.09314924370852,3.2747125323056,2.14006616349627,1.67397643357167,1.25276296849537
"HRV_MNE_1989","HRV_MNE","HRV","MNE","1989",2.19722457733622,9.9605696324442,0,0,6.30078579466324,13.9141362318026,16.1882098607637,8.7862150907225,9.24783941159207,0.16805358499625,0.129272335704139,0,0,0,0.39,1.09861228866811,2.89037175789616,1.6094379124341,-1,17.6550152153668,19.6445471783669,1.79871439423673,1.70013139104852,2.6479462770325,1.85889877206568,1.36524095192206
"HRV_MKD_1989","HRV_MKD","HRV","MKD","1989",6.12686918411419,6.2371846526011,0,0,6.89162589705225,17.5814690190339,14.1842569582118,9.74534140143338,8.4663507427509,0.949338585920355,0.16805358499625,0,0,0,0.015,1.38629436111989,2.30258509299405,1.94591014905531,-1,17.5198449321698,18.1431829461375,2.13207846424463,1.59363876052513,2.0949457282158,1.65822807660353,1.24078677744865
"HRV_BIH_1989","HRV_BIH","HRV","BIH","1989",6.80793494369993,9.78378274959233,0,1,7.51043055637801,17.6102791835929,14.3714093343635,8.39908510293591,7.58593855671409,2.15164591742876,0.474991170756775,0,1,0,0.002,1.38629436111989,2.19722457733622,1.79175946922805,-1,17.5469501097497,18.6247341001757,2.20238254839923,1.53168355670715,1.95774460670232,1.6094379124341,1.19139402211908
"BIH_FRA_1989","BIH_FRA","BIH","FRA","1989",8.4683180236341,7.96676733804526,0,0,7.24208235925696,15.709625657902,15.1121015196697,9.92524062940944,8.75462363728245,0.609765571620894,0.249980205267769,1,1,0,0.152,1.38629436111989,2.77258872223978,1.94591014905531,-1,16.2957667540241,21.2607372890596,1.32568145798479,3.34693183825821,2.46385324059017,1.90335053463652,1.38629436111989
"BIH_CHE_1989","BIH_CHE","BIH","CHE","1989",8.47303229563047,9.0249114924515,0,1,6.22059017009974,18.2484451702757,15.1511869608164,9.23391333360104,7.27069485904708,2.37406819461591,1.32654435671412,1,1,0,0.071,1.09861228866811,1.6094379124341,1.38629436111989,-1,16.9056042827553,19.756921499714,1.37094803972673,3.87266348264125,2.42406499053176,1.91569637045882,1.34373474670109
"BIH_DEU_1989","BIH_DEU","BIH","DEU","1989",9.97775979691072,11.6051517277202,0,1,6.84694313958538,14.115838775779,16.8832664997904,8.6034330875577,8.22993369633273,0.146694379150804,1.84672102730203,0,0,1,0.795,1.38629436111989,2.83321334405622,1.09861228866811,-1,16.2198643850848,21.6008291152427,1.2497345780226,3.45225877416254,2.39410020182982,1.90954250488444,1.36524095192206
"BIH_AUT_1989","BIH_AUT","BIH","AUT","1989",10.207510384576,9.75223336825703,0,1,6.361302477573,17.2416306377451,16.1365039112824,11.065583290324,10.4043089908988,0.291923066709036,0.115112807100505,0,1,0,0.39,1.79175946922805,3.17805383034795,2.19722457733622,-1,16.2217660522171,19.4212811523042,1.37786308425312,3.44950594840068,2.53237318702692,1.87819197500036,1.38629436111989
"BIH_ITA_1989","BIH_ITA","BIH","ITA","1989",11.7300107017005,8.79859936152647,0,1,5.97635090929793,20.5274153699558,16.3635931991927,10.8777262164987,9.42797590195322,2.48257058999045,0.376379527213068,1,0,0,0.345,1.79175946922805,3.17805383034795,2.30258509299405,-1,17.6765134384275,21.0754349311228,1.4010803410893,3.24101558821407,2.49526943682355,1.90335053463652,1.38629436111989
"BIH_MNE_1989","BIH_MNE","BIH","MNE","1989",6.58686107232424,9.59798937833907,0,1,7.27793857294566,14.5014690053875,18.6798522520702,9.84090546300422,7.71117245396264,0.129272335704139,3.79625294238227,0,0,0,0.013,1.6094379124341,3.13549421592915,2.39789527279837,-1,17.5887740403524,18.7407138659931,1.11174786028342,1.91608893143348,2.66549058668341,2.03688192726104,1.42711635564015
"BIH_MKD_1989","BIH_MKD","BIH","MKD","1989",5.92958914338989,7.84570965049232,0,0,7.74109909003537,15.7410654667867,16.0369368749121,9.34651336001333,10.2316390893767,0.561328605939098,0.364643113587909,0,0,0,0.149,1.38629436111989,2.94443897916644,2.19722457733622,-1,16.442407424134,17.252078621424,1.2791614423499,1.57332702542174,2.50211877866912,1.96360972615471,1.31058253938419
"BIH_HRV_1989","BIH_HRV","BIH","HRV","1989",11.5637801631885,10.9761450782705,0,0,7.39939808333135,18.3918708053664,15.052172755038,10.2897980093663,9.02753613871268,1.46925588183424,0.594431207620788,0,0,1,0.822,1.79175946922805,3.17805383034795,2.30258509299405,-1,16.903595066976,17.5265686632163,1.30581839988336,2.19806218940423,2.48837285776449,1.8653712865713,1.38629436111989
"BIH_SVN_1989","BIH_SVN","BIH","SVN","1989",0,9.39724515970295,0,0,7.53689712956617,14.6605145792272,20.0769422758614,9.58701758994703,13.9797028863987,0.314080546306312,0.553885113226438,0,0,0,0.005,1.09861228866811,2.89037175789616,1.94591014905531,-1,17.4446599663551,18.8028047166538,1.18236605057188,2.86832731405045,2.47443534992071,1.92789164355263,1.35454566280531
"BIH_TUR_1989","BIH_TUR","BIH","TUR","1989",1.6094379124341,8.02029786670219,1,0,7.24064969425547,13.4678970294012,18.6418201674474,9.71026790670807,9.2470965121013,0.202124184090134,2.70162963329929,1,0,1,0.891,1.6094379124341,3.13549421592915,1.94591014905531,-1,16.0400441470998,19.6690771050371,1.15716941521124,1.90359274132695,2.50552593699074,1.95184488457513,1.36524095192206
"BGR_DEU_1989","BGR_DEU","BGR","DEU","1989",0,5.98535215443902,0,1,6.62273632394984,16.8949778186999,18.7975598522154,9.09132843152552,11.0825009615633,1.23837423104327,1.08822519578162,0,0,0,0.129,1.38629436111989,2.19722457733622,1.6094379124341,-1,17.0428479222891,21.645421725359,1.44660520822399,3.45826535931411,1.98673214357557,1.57553636075842,1.17865499634165
"MDA_DEU_1989","MDA_DEU","MDA","DEU","1989",2.30258509299405,8.34970605845574,0,1,7.00488198971286,16.4356386576751,17.4072822104595,9.7217251194034,9.9138114274744,0.680568398353085,0.727548607277278,0,0,0,0.104,1.38629436111989,2.89037175789616,1.94591014905531,-1,15.0598768490141,21.6140310593674,0.619792130017801,3.42819492393591,2.53237318702692,1.76358859226136,1.31058253938419
"MDA_RUS_1989","MDA_RUS","MDA","RUS","1989",8.13094230223188,9.35447498664696,1,0,7.08840877867539,18.0044320951405,16.0441658284735,8.40295202592579,10.9257916888898,2.43851361021829,0.242161557149972,0,0,0,0.001,1.38629436111989,2.07944154167984,1.94591014905531,-1,15.6134160319751,20.3659672461118,0.80842708599821,1.78138641014901,2.50892152599187,1.80555279136039,1.29928298413026
"ROU_FRA_1989","ROU_FRA","ROU","FRA","1989",7.91717198884578,7.05761103452651,1,0,7.46049030582534,17.5400172481504,20.7529434419559,10.0502880141429,10.9701725635044,1.02604159583327,2.9299129325167,0,0,0,0.039,1.6094379124341,2.70805020110221,2.07944154167984,-0.6,18.1928559162417,21.3439681690926,1.56333289004268,3.43138570523891,2.12026353620009,1.83258146374831,1.25276296849537
"ROU_DEU_1989","ROU_DEU","ROU","DEU","1989",0,7.23960374720456,0,0,7.50328963067508,17.5400172481504,16.3917602932758,10.0502880141429,9.5139903757254,1.02604159583327,0.307484699747961,0,1,1,0.149,1.6094379124341,2.63905732961526,2.39789527279837,-1,18.1928559162417,21.6432218160158,1.56333289004268,3.45615236664832,2.15948424935337,1.71229529787381,1.25276296849537
"ROU_AUT_1989","ROU_AUT","ROU","AUT","1989",6.97494652852246,7.02893992998685,0,0,6.61873898351722,17.5400172481504,18.7042429890578,10.0502880141429,8.93860605536127,1.02604159583327,2.91381698035272,0,0,0,0.047,1.6094379124341,3.2188758248682,2.07944154167984,-1,18.1928559162417,19.4073594970612,1.56333289004268,3.52504716253363,2.18792218467391,1.74192709548018,1.25276296849537
"ROU_HUN_1989","ROU_HUN","ROU","HUN","1989",10.2036291813376,8.09956060890762,1,1,6.25190388316589,17.5400172481504,17.1885611489525,10.0502880141429,9.25748337078948,1.02604159583327,1.33051734565089,0,1,0,0.039,1.6094379124341,3.13549421592915,2.07944154167984,-0.7,18.1928559162417,18.164564626942,1.56333289004268,2.15754005293542,2.17380430312812,1.48538526376412,1.25276296849537
"RUS_USA_1989","RUS_USA","RUS","USA","1989",11.0880022702049,11.3174203861891,0,0,7.62021477057445,18.9118447417287,22.4562832529796,10.6195468346878,12.4164146050072,1.53082751185219,3.17479853762727,1,0,0,0.079,1.09861228866811,2.39789527279837,2.07944154167984,-1,20.3751803204866,23.0846715790297,1.79932797789467,3.63581155973906,2.22010887116981,1.78479079991196,1.45667515788169
"RUS_DEU_1989","RUS_DEU","RUS","DEU","1989",0,9.85296917711955,1,1,6.91671502035361,19.3750704177835,16.1516073455563,11.9811073045144,11.212727352647,1.04204193717972,0.156148682489931,0,0,0,0,1.09861228866811,2.39789527279837,2.07944154167984,-1,20.3813479836799,21.6431752037059,1.78752133434171,3.45590124233981,2.36320971481048,1.77777322725332,1.5132940518812
"RUS_POL_1989","RUS_POL","RUS","POL","1989",1.79175946922805,8.26725638520672,0,1,6.72262979485545,16.394283512337,18.2248214595017,11.1511733827211,10.5443548732655,0.365337317017385,1.15246896145882,0,0,1,0.031,1.09861228866811,2.30258509299405,1.79175946922805,-1,20.3660772466721,19.3192731133487,1.77256957084184,2.00306095704623,2.57768838323897,1.95774460670232,1.59263079411772
"RUS_AUT_1989","RUS_AUT","RUS","AUT","1989",4.24849524204936,8.50685661931485,0,0,6.88857245956536,16.152683962627,18.7042429890578,10.5779180129892,8.93860605536127,0.341459778132252,2.91381698035272,0,0,0,0.012,1.09861228866811,2.77258872223978,1.09861228866811,-1,20.3658878376364,19.4073594970612,1.7730791285992,3.52504716253363,2.52238974304274,1.85238409104449,1.47590651980958
"RUS_ITA_1989","RUS_ITA","RUS","ITA","1989",8.01268092970684,5.6668591205516,0,0,7.05185562295589,13.9597383743326,20.6463146781957,8.41300776285084,10.9450493038983,0.164666621555234,2.85295829956254,0,0,0,0.061,1.09861228866811,3.13549421592915,2.30258509299405,-1,20.3655908919123,21.1581135285291,1.77062804280256,3.32198430660014,2.41665754925389,1.81237875643079,1.50407739677627
"RUS_GEO_1989","RUS_GEO","RUS","GEO","1989",1.6094379124341,7.40247692699957,1,1,6.4085287910595,15.1531466951102,20.940440927176,9.35651095248311,10.9979750459206,0.640800700187736,2.48257058999045,1,1,0,0.733,1.38629436111989,2.484906649788,1.79175946922805,-1,20.3658711317445,17.8743850869945,1.77862497708747,1.01562311479364,2.50892152599187,1.95184488457513,1.5493339883644
"RUS_AZE_1989","RUS_AZE","RUS","AZE","1989",8.00670084544037,7.00097995229544,0,1,6.90875477931522,19.1795567304673,14.8203311972769,11.8994683177411,8.78662473144918,0.865418401500398,0.399447035782601,0,0,0,0.229,1.38629436111989,2.83321334405622,2.30258509299405,-1,20.38362475213,17.3824537019304,1.79323060879362,1.14832795035848,2.57451880847769,1.95774460670232,1.49477500411396
"RUS_SWE_1989","RUS_SWE","RUS","SWE","1989",6.55748833133874,7.25590019545915,0,0,6.91075078796194,14.4130584093202,19.1855686123583,8.66308068208034,9.04711107257839,0.222343231143441,3.26956893918372,0,0,0,0.01,1.09861228866811,2.89037175789616,1.94591014905531,1,20.367615232821,19.6403248677603,1.77863904950413,3.65149447164224,2.42774823594805,1.78479079991196,1.48538526376412
"RUS_KAZ_1989","RUS_KAZ","RUS","KAZ","1989",12.7256934778068,9.84572822288832,1,1,7.41818082272679,16.2175572924176,16.2134191870371,10.8683454332375,9.82833649039931,0.173112617708645,0.12575120530556,0,0,0,0.037,1.6094379124341,2.94443897916644,2.07944154167984,-1,20.3660029931541,17.8705049519519,1.76974815457674,1.5254673619871,2.79829707894999,2.11021320034659,1.57553636075842
"LVA_DEU_1989","LVA_DEU","LVA","DEU","1989",1.09861228866811,7.80277981306313,0,1,5.68697535633982,13.7032057822029,15.2748907222869,8.28472353687825,7.84740505170819,0.12751332029896,1.03956974803433,1,1,1,0.398,1.6094379124341,3.17805383034795,2.39789527279837,-1,16.3903382384059,21.6133783692151,1.91649972866178,3.42917321646122,1.62596721438531,1.55814461804655,0.949080554697146
"UKR_DEU_1989","UKR_DEU","UKR","DEU","1989",6.5191472879404,9.70791990232511,0,1,6.99576615630485,17.2144985751772,19.7860613975642,10.7362407720146,11.8873059810781,0.301584977620772,1.04204193717972,0,0,0,0.061,1.38629436111989,2.56494935746154,1.94591014905531,-1,18.1656497599176,21.6277223101693,0.96374667303045,3.43209428501072,2.03143232249348,1.44691898293633,1.28785428830664
"UKR_ITA_1989","UKR_ITA","UKR","ITA","1989",11.6986080338964,8.52684644844438,0,1,3.17805383034795,19.5338927167578,18.5143186373194,10.7856505830268,8.21043104656261,2.06204102699967,3.5259192507986,1,1,0,0.34,1.6094379124341,2.94443897916644,2.30258509299405,-1,18.3065554582947,21.1102065113887,1.10706259515706,3.33615206545899,2.02595285672885,1.46633706879343,1.27629346590556
